rank,move,country,age,points,tournaments,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
790,△3,SWE,28,20,11,Marina Yudanov,419,marinayudanov,Marina Yudanov,https://scontent-lga3-1.cdninstagram.com/vp/ce89a6bce7b1ab498c9bef85a54afba9/5B79D883/t51.2885-19/s150x150/20635122_780740565439443_2816214952249917440_a.jpg,false,false,5843565889,Marina Yudanov
791,△3,RUS,21,20,12,Vasilisa Aponasenko,2463,vasilisaaponasenko,Vasilisa Aponasenko,https://scontent-lga3-1.cdninstagram.com/vp/55ea12e04054c12bb3c98f8fa4f8ed75/5B9C8192/t51.2885-19/s150x150/30078697_213123799281702_8614612812657852416_n.jpg,false,false,769835002,Vasilisa Aponasenko
792,△6,USA,22,19,12,Lauren Marker,1636,laurenmarker,Lauren Marker,https://scontent-lga3-1.cdninstagram.com/vp/eb2a731cf730aa189db3e5e645e6fa8a/5B989271/t51.2885-19/s150x150/28157897_464033384011471_3709941554274631680_n.jpg,false,false,9863731,Lauren Marker
793,△6,GBR,25,19,13,Suzy Larkin,188,suzy_larkin,Suzy Larkin,https://scontent-lga3-1.cdninstagram.com/vp/6776f53454a22ef9b09a30a396d9f227/5B5B486E/t51.2885-19/s150x150/14705130_735686019912531_3668956532499808256_a.jpg,false,true,5651265,Suzy Larkin
794,△6,USA,22,19,1,Gabrielle Smith,231,gabrielle._.smith,Gabby 💋,https://scontent-lga3-1.cdninstagram.com/vp/100bad3544d0f53a12a9ccfc67a5036e/5B686756/t51.2885-19/s150x150/30085599_367183447099959_6540380029459628032_n.jpg,false,true,5831761958,Gabrielle Smith
795,△6,ITA,17,19,3,Elisabetta Cocciaretto,3000,elisabettacocciaretto_,Elisabetta Cocciaretto,https://scontent-lga3-1.cdninstagram.com/vp/a8f8e1563802627789e26a213aa3eb90/5B9BFEA4/t51.2885-19/s150x150/29401776_375843076227357_425386454487662592_n.jpg,false,false,2087770570,Elisabetta Cocciaretto
796,△6,CAN,15,19,5,Leylah Fernandez,0,leylahfernandez,leylah fernandez,https://instagram.fmaa1-1.fna.fbcdn.net/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,7453959223,Leylah Fernandez
797,△6,USA,20,19,5,Ena Shibahara,1523,enashibs,Ena Shibahara,https://scontent-lga3-1.cdninstagram.com/vp/5b1d689c1273afeadf657b902148d1a9/5B6F51BF/t51.2885-19/s150x150/30591153_1800117866698635_5486073288956313600_n.jpg,false,true,49594422,Ena Shibahara
797,△6,AUS,35,19,5,Monique Adamczak,985,monique.adamczak,Monique Adamczak,https://scontent-lga3-1.cdninstagram.com/vp/07cfa4bc76be99e6eceb37ec9eed2b70/5B57D313/t51.2885-19/s150x150/28752699_1544322879019629_6620866896247914496_n.jpg,false,false,484887699,Monique Adamczak
799,△6,USA,23,19,5,Alexandra Morozova,636,alexandra_morozova1990,Alexandra Morozova,https://scontent-lga3-1.cdninstagram.com/vp/396c62e9f78de3400a0048f261122427/5B6F3F62/t51.2885-19/s150x150/16122654_401772563497553_8646935143094681600_n.jpg,false,false,1652036379,Alexandra Morozova
800,△6,FRA,19,19,6,Theo Gravouil,596,theogravouil,Theogravouil,https://scontent-lga3-1.cdninstagram.com/vp/a67b18033a2f903f20e1c491e2cc6b9e/5B5575B4/t51.2885-19/s150x150/20393992_158183788076711_631264341726855168_a.jpg,false,false,642450382,Theo Gravouil
801,△7,KOR,27,19,7,Sung-Hee Han,235,sunghee.han,Han Sunghee,https://scontent-lga3-1.cdninstagram.com/vp/55d5a07e8a96f38a1ecc5e42ebf55912/5B6CD14A/t51.2885-19/10401679_742412409142494_635549256_a.jpg,false,false,1384949560,Sung-Hee Han
802,△7,GER,23,19,8,Stephanie Wagner,419,stephaniewagner,Stephanie Wagner,https://scontent-lga3-1.cdninstagram.com/vp/566c689dbf5d759c989f2c50ef64eacf/5B98BA98/t51.2885-19/s150x150/13636226_1199853486713507_971829601_a.jpg,false,true,175575578,Stephanie Wagner
803,▽112,CHN,17,19,8,Qianhui Tang,118,qianhui_tang1011,Qianhui Tang,https://scontent-lga3-1.cdninstagram.com/vp/f15180c68f472fe2a9e772eca29950cb/5B5DFE95/t51.2885-19/s150x150/25012505_1616217191759437_2720772940617482240_n.jpg,false,false,6059283268,Qianhui Tang
804,▽13,GUA,29,19,9,Andrea Weedon,2369,aweedon,Andrea Weedon,https://scontent-lga3-1.cdninstagram.com/vp/2933a01e240397d2122430401abe20b9/5B9C8A23/t51.2885-19/s150x150/29403570_1972852482964780_6233823929799016448_n.jpg,false,false,16627373,Andrea Weedon
805,△107,USA,21,19,9,Jessica Ho,1696619,jessicah_o,Jessi 제시,https://scontent-lga3-1.cdninstagram.com/vp/d4bfdee3dfcea5d5c4ab93453b20ebd4/5B790A27/t51.2885-19/s150x150/28156346_159270401550415_8126510657303478272_n.jpg,true,false,185241259,Jessica Ho
806,▽14,SWE,19,19,9,Linnea Malmqvist,1973,linneatm,Linnea Tegnell Malmqvist,https://scontent-lga3-1.cdninstagram.com/vp/bcd2201f26f1e6089224bda7bc85e1df/5B6992F2/t51.2885-19/s150x150/28436540_758960040969744_5243314100934541312_n.jpg,false,false,8452443,Linnea Malmqvist
807,△5,ROU,21,19,9,Ana Bianca Mihaila,23,anabianca1,Ana Bianca Mihaila,https://scontent-lga3-1.cdninstagram.com/vp/2b72f9a4c222f3ef0ae1abff3710fd89/5B669A04/t51.2885-19/11363854_1464196430551174_2095927_a.jpg,false,false,434889948,Ana Bianca Mihaila
808,△5,FRA,20,19,10,Mathilde Armitano,720,mathildarmitano,Mathilde Armitano,https://scontent-lga3-1.cdninstagram.com/vp/2c54ee8039857be661c86ea0e594344b/5B6CD2F9/t51.2885-19/s150x150/26222214_156864028299577_4160395770068992000_n.jpg,false,false,514614715,Mathilde Armitano
810,△6,ESP,22,19,11,Alba Carrillo Marin,723,acarrillo_tnns,Alba Carrillo Marín,https://scontent-lga3-1.cdninstagram.com/vp/8ce4632b7f910300d108f4d3990773c1/5B798947/t51.2885-19/s150x150/17586986_1288859261197518_3926395021091143680_a.jpg,false,false,4462436389,Alba Carrillo Marin
810,△6,ITA,25,19,11,Martina Spigarelli,1077,martispiga192,Martina Spigarelli,https://scontent-lga3-1.cdninstagram.com/vp/8b53f9bc4e801a92d35f16a166ba9d5d/5B5809AD/t51.2885-19/s150x150/15258706_683858655115870_1179684987721482240_a.jpg,false,false,1084824202,Martina Spigarelli
812,△6,FRA,23,19,11,Mallaurie Noel,20,mallaurienoel,Mallaurie Noel,https://scontent-lga3-1.cdninstagram.com/vp/d1e1c612b01047cccee6f9b58cd4fec5/5B7BAB03/t51.2885-19/s150x150/14134766_847139695386841_791124902_a.jpg,false,false,3724090485,Mallaurie Noel
813,△6,ROU,35,19,12,Ioana Gaspar,10,ioanagaspar,Ioana Carla Gaspar,https://scontent-lga3-1.cdninstagram.com/vp/fa50d1737feb33684f82316c8821b039/5B695752/t51.2885-19/11809824_577516082390838_498713606_a.jpg,false,true,1192697397,Ioana Gaspar
814,△6,CHI,22,19,12,Ivania Martinich,980,iva.martinich,Ivania Martinich,https://scontent-lga3-1.cdninstagram.com/vp/d1a0c0ba97ed7fcf4f6ac22e9ad48209/5B6A8BE7/t51.2885-19/s150x150/22582387_486990351694201_2776236425996140544_n.jpg,false,true,2963373788,Ivania Martinich
815,△6,AUS,21,19,13,Jelena Stojanovic,499,_stojanovic_jelena_,Jelena Stojanovic,https://scontent-lga3-1.cdninstagram.com/vp/88af0d13bf0612d92586f9d05b98f2e0/5B7AB634/t51.2885-19/s150x150/30084400_1685789508163801_6860255836317417472_n.jpg,false,false,4133394709,Jelena Stojanovic
816,△6,FRA,22,19,13,Lou Brouleau,858,loubrouleau,Lou Brouleau,https://scontent-lga3-1.cdninstagram.com/vp/64795c7ec17b47d0db7d1d05176f1b2a/5B7AE725/t51.2885-19/s150x150/19932844_151321242099997_4048417941073428480_a.jpg,false,false,2266594318,Lou Brouleau
817,▽22,CHN,27,18,4,Chang Liu,3384,jausips6619,劉佳昌Liu¸Chia-Chang,https://scontent-lga3-1.cdninstagram.com/vp/f1a41632e8a0b6445683317f38c1ee76/5B69E5B1/t51.2885-19/s150x150/29094455_184123765709474_4901217430367371264_n.jpg,false,true,1523931190,Chang Liu
817,△6,USA,22,18,4,Megan Mccray,1671,meganmccray,Megan McCray,https://scontent-lga3-1.cdninstagram.com/vp/56a8d00bfac59e4f58e89b0609a06c87/5B78A6D0/t51.2885-19/s150x150/29718274_361229364391715_6489964088431476736_n.jpg,false,false,12433476,Megan Mccray
819,▽22,USA,37,18,6,Alexandra Stevenson,24,stevenson_alexandra,Alexandra Stevenson,https://scontent-lga3-1.cdninstagram.com/vp/461aeaf76d2afb1913cbb09859b799f1/5B6B35D0/t51.2885-19/11419129_971944069503823_1701499655_a.jpg,false,false,1295388693,Alexandra Stevenson
820,△4,AUS,23,18,8,Storm Sanders,2258,stormcsanders,Storm Sanders,https://scontent-lga3-1.cdninstagram.com/vp/ad8b86f6b7794d1ca5bbe3491a59cc03/5B76EB94/t51.2885-19/s150x150/21909265_833663956804734_1787576817503174656_n.jpg,false,false,591089966,Storm Sanders
821,△4,RUS,18,18,5,Anna Ureke,8445,anna_ureke18,Anna Ureke,https://scontent-lga3-1.cdninstagram.com/vp/43985532b8f4abdaa04be28b604c56d4/5B7B3B52/t51.2885-19/s150x150/27892260_197582514161142_7555403981166477312_n.jpg,false,false,1719142734,Anna Ureke
822,△4,FRA,15,18,5,Salma Djoubri,943,salmadjoubri,Salma Djoubri🦋🐝,https://scontent-lga3-1.cdninstagram.com/vp/938e4c72f8e36c6cb42447d10e194737/5B574EC6/t51.2885-19/s150x150/23498509_140324596615509_2439261194691805184_n.jpg,false,false,6046423341,Salma Djoubri
823,△4,SUI,26,18,6,Lara Michel,2600,lara_micheli,Lara MB  🖎📸🖌,https://scontent-lga3-1.cdninstagram.com/vp/974d2dadbc146d72faa4f1f14153ccfb/5B77373E/t51.2885-19/s150x150/18581362_1932520663633961_8527382383358377984_a.jpg,false,false,1601317614,Lara Michel
824,△4,KOR,26,18,6,Seung-Yeon Hong,136,seung_youn_h,홍승연,https://scontent-lga3-1.cdninstagram.com/vp/5a59af84c4d4b46a78c88e88357ad65d/5B5CD968/t51.2885-19/s150x150/30078819_1749705671742703_7180064426937024512_n.jpg,false,false,2310685119,Seung-Yeon Hong
825,△4,BIH,18,18,8,Nefisa Berberovic,783,nefisaberberovic,Nefisa Berberovic,https://scontent-lga3-1.cdninstagram.com/vp/46ef789162e7295a388c1fd7b2249f31/5B5D3C9C/t51.2885-19/s150x150/16465137_1894594937425962_7260195133562290176_a.jpg,false,false,509088142,Nefisa Berberovic
825,▽14,BLR,24,18,8,Ilona Kremen,345,ilona_kremena1703,Илона Кремена_Жирко,https://scontent-lga3-1.cdninstagram.com/vp/a0adf29228a1b184c8408f1a47e45a91/5B67A408/t51.2885-19/s150x150/28765680_1671533192929171_4730138175614222336_n.jpg,false,false,5471540821,Ilona Kremen
827,△21,USA,22,18,9,Rasheeda Mcadoo,433,cheetahsheeda14,Rasheeda McAdoo,https://scontent-lga3-1.cdninstagram.com/vp/5718cdfad04a9d89fb24a746c44baf9e/5B9D97F1/t51.2885-19/s150x150/26324538_1577607768982183_7147464190641307648_n.jpg,false,true,25636008,Rasheeda Mcadoo
828,△3,SLO,18,18,9,Veronika Erjavec,652,veronikaerjavec,💀Veronika Erjavec,https://scontent-lga3-1.cdninstagram.com/vp/1c068e522ad683e7baf3593101f0a3a8/5B6A9B10/t51.2885-19/s150x150/25025769_139222000095942_1488698212402331648_n.jpg,false,false,298585307,Veronika Erjavec
829,△4,INA,22,18,10,Aldila Sutjiadi,1568,dila11,Aldila Sutjiadi,https://scontent-lga3-1.cdninstagram.com/vp/022c6adad042d6687e07e92fc6ef47c3/5B5A8F0A/t51.2885-19/s150x150/20766985_512334629116173_4772030938727055360_a.jpg,false,false,6575466,Aldila Sutjiadi
830,△4,CRO,23,18,11,Mariana Drazic,13537,marianadrazic,Mariana Dražić,https://scontent-lga3-1.cdninstagram.com/vp/38cd51d903d1131a56f3cb9345865828/5B678970/t51.2885-19/s150x150/30604081_1666938323423408_1605525592051023872_n.jpg,false,false,1366904702,Mariana Drazic
831,△4,GER,23,18,12,Lisa-Marie Maetschke,160,lisamariemaetschke,Lisa Maetschke,https://scontent-lga3-1.cdninstagram.com/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,true,5450283525,Lisa-Marie Maetschke
832,△4,BEL,25,18,14,Catherine Chantraine,58,catherinechantraine,catherine chantraine,https://scontent-lga3-1.cdninstagram.com/vp/d28c023470d7de4fe966ffdc64156a2a/5B5F1911/t51.2885-19/s150x150/21569347_274972976354767_3894983653217796096_n.jpg,false,false,6041383887,Catherine Chantraine
833,△21,FRA,16,17,8,Yasmine Mansouri,556,yasmine__mansouri,yasmina 🌸| ياسمين,https://scontent-lga3-1.cdninstagram.com/vp/1910c11efdce78cc2f6d86d2323e7423/5B56D3D4/t51.2885-19/s150x150/29714920_164040397646468_6929795239490093056_n.jpg,false,false,4938382910,Yasmine Mansouri
835,△3,CZE,17,17,4,Karolina Berankova,906,berankova_,Karolína Beránková,https://scontent-lga3-1.cdninstagram.com/vp/190aadb4f40329b40dc3b8c4dc5aba99/5B6D831D/t51.2885-19/s150x150/28753491_580842242268978_3222906822847365120_n.jpg,false,false,513381758,Karolina Berankova
836,△3,RSA,15,17,7,Zoe Kruger,5663,zoekrugerr,Zoe Kruger,https://scontent-lga3-1.cdninstagram.com/vp/f246e438b52642e560c3a0c2cea9c330/5B7881E6/t51.2885-19/s150x150/17332670_278019179309023_4992436922212155392_a.jpg,false,false,1432258314,Zoe Kruger
837,△3,JPN,17,17,5,Ayumi Miyamoto,73,ayumi._.miyamoto,ayumi,https://scontent-lga3-1.cdninstagram.com/vp/ee903830ac1e849c591665ab571aa2c5/5B6B11C9/t51.2885-19/11379184_1009683512388820_2132005386_a.jpg,false,false,2130536001,Ayumi Miyamoto
838,△3,NED,18,17,7,Merel Hoedt,585,merelhoedt,Merel Hoedt,https://scontent-lga3-1.cdninstagram.com/vp/32d94bdd8cce747d05fa59ab7d5c5d2f/5B9D13E3/t51.2885-19/s150x150/25017380_237431383463316_6157323101899063296_n.jpg,false,true,293820175,Merel Hoedt
840,△2,USA,27,17,4,Nadja Gilchrist,1143,nadjakg,Nadja Gilchrist 👑,https://scontent-lga3-1.cdninstagram.com/vp/54f79255b80b1dcf5e5cbe4957a917d9/5B5DB03D/t51.2885-19/s150x150/29416662_583616302015570_3650633824057950208_n.jpg,false,false,1536192536,Nadja Gilchrist
841,△2,IND,16,17,4,Mahak Jain,124,mahak._.jain,💕Mahak Jain💕,https://scontent-lga3-1.cdninstagram.com/vp/c8942a09c63c3a834afa4f0df9ca0ae6/5B6DC348/t51.2885-19/s150x150/30948946_567407763646567_2126933311820398592_n.jpg,false,true,4032749538,Mahak Jain
842,△2,RUS,18,17,6,Aleksandra Kulik,651,olciaaa39,Aleksandra Kulik,https://scontent-lga3-1.cdninstagram.com/vp/3f93526deb7f72485592464ac5cf79d3/5B579D32/t51.2885-19/s150x150/28752070_1582495088471766_7758436852004028416_n.jpg,false,false,1624301255,Aleksandra Kulik
843,△3,IND,25,17,7,Prerna Bhambri,274,prernabhambri,Prerna Bhambri,https://scontent-lga3-1.cdninstagram.com/vp/040b9dca337a8f126dac3e4509ecac83/5B63B073/t51.2885-19/s150x150/16585066_189722958177975_668169226174857216_a.jpg,false,true,4652500681,Prerna Bhambri
845,▽15,USA,27,17,8,Alexandra Riley,733,all_riledup,Alexandra Riley Morton,https://scontent-lga3-1.cdninstagram.com/vp/0bf71cbc4ea9faac8cc286fe6c32218c/5B9A0537/t51.2885-19/s150x150/28763138_225407788007190_3732281122290139136_n.jpg,false,false,29004811,Alexandra Riley
846,△3,SWE,26,17,8,Anette Munozova,379,anettemunozova,Anette Munozova,https://scontent-lga3-1.cdninstagram.com/vp/8a80ec2a6c6b9600b20ec6278149ddf9/5B59E712/t51.2885-19/11910040_1620983921516668_2022988735_a.jpg,false,true,13910660,Anette Munozova
847,△3,CHN,17,17,8,Xiaoxi Zhao,140,zhao.xiaoxi,xiaoxi zhao🌻,https://scontent-lga3-1.cdninstagram.com/vp/0d7e6191f2938183921f64aee545eba9/5B62BCF0/t51.2885-19/s150x150/26384664_577380919277487_8604291018403086336_n.jpg,false,false,3468616068,Xiaoxi Zhao
847,△3,JPN,18,17,8,Mai Hontama,390,maihontama,本玉 真唯,https://scontent-lga3-1.cdninstagram.com/vp/9514ae7b31f65dac8e8fe122728954f8/5B5C2692/t51.2885-19/s150x150/30076410_1003425746488206_6320354717515907072_n.jpg,false,false,7058725302,Mai Hontama
849,△3,ITA,23,17,9,Giada Clerici,991,giada_clerici,Giada Clerici,https://scontent-lga3-1.cdninstagram.com/vp/fd4ad0c4d50657af703b0412dbb7ea37/5B7B6FBB/t51.2885-19/s150x150/16230641_779714072179406_8954172085266022400_a.jpg,false,false,360768431,Giada Clerici
850,▽18,USA,25,17,9,Akilah James,293,jamesakilah5,Akilah James,https://scontent-lga3-1.cdninstagram.com/vp/97de267e32d8aba89142d5b9a0bca964/5B6FDA3C/t51.2885-19/s150x150/22710465_393500681087232_1186206491833532416_n.jpg,false,false,5887311960,Akilah James
851,▽37,FRA,18,17,9,Emma Lene,11774,ashleighemmalene,Ashleigh Emmalene,https://scontent-lga3-1.cdninstagram.com/vp/666dcc419696c730b114b4e362f5e35c/5B5C2600/t51.2885-19/s150x150/30890582_168649087288519_8225330231217487872_n.jpg,false,false,205368193,Emma Lene
852,△1,ROU,24,17,11,Elena-Teodora Cadar,298,elenateodora24,Elena Cadar,https://scontent-lga3-1.cdninstagram.com/vp/badf70cdada320100a033375660be170/5B7B8289/t51.2885-19/s150x150/20686922_1997449610544718_4355207412077035520_a.jpg,false,true,214018935,Elena-Teodora Cadar
854,△1,TUR,24,16,4,Cemre Anil,3861,cemreanil,Cemre Anıl,https://scontent-lga3-1.cdninstagram.com/vp/174c467270e754301f1cf4d683754997/5B6AE9E1/t51.2885-19/s150x150/28153750_212832772787029_281983999054708736_n.jpg,false,false,357479677,Cemre Anil
855,△1,TPE,33,16,5,Chin-Wei Chan,214,chinweichan,ChinWei Chan,https://scontent-lga3-1.cdninstagram.com/vp/42409c46ed0b9b630d69c80f83324c9e/5B9C39BA/t51.2885-19/s150x150/26868933_176117822998872_1437496163509993472_n.jpg,false,true,1542895835,Chin-Wei Chan
857,0,BUL,21,16,7,Gebriela Mihaylova,1438,gabi.mihailova,Габриела Михайлова,https://scontent-lga3-1.cdninstagram.com/vp/4747d80f48c810cc807707dca194e87b/5B579E99/t51.2885-19/s150x150/30076329_162188551145205_4444724752547840000_n.jpg,false,false,1501046082,Gebriela Mihaylova
858,0,ITA,19,16,7,Tatiana Pieri,916,tatianapieri,Tatiana Pieri,https://scontent-lga3-1.cdninstagram.com/vp/1b28216ab4153f11d1727ef603358244/5B6EEA84/t51.2885-19/s150x150/14488270_578801482310642_1300382416371712000_a.jpg,false,false,247130015,Tatiana Pieri
859,0,RUS,18,16,7,Valeriya Yushchenko,25,valeriya_yushchenko,Valeriya Yushchenko,https://scontent-lga3-1.cdninstagram.com/vp/5135cb083c201527a28ea40ae9cea804/5B787F2E/t51.2885-19/s150x150/30602742_173230090162952_7257243146705174528_n.jpg,false,false,1918727463,Valeriya Yushchenko
860,0,JPN,23,16,8,Sari Baba,264,sarimure,Sarı Baba,https://scontent-lga3-1.cdninstagram.com/vp/32dbe733a8b7100ec712ac38cfe5f545/5B5FDA57/t51.2885-19/s150x150/29095705_752092071647789_3416657062472450048_n.jpg,false,false,6314988136,Sari Baba
861,0,ITA,21,16,9,Francesca Bullani,312,francibullans,Francesca Bullani,https://scontent-lga3-1.cdninstagram.com/vp/25a98da508098f99cb81b30c14b7ce77/5B5B19CB/t51.2885-19/s150x150/18444341_456712077996038_5444309619675496448_a.jpg,false,false,5461490138,Francesca Bullani
863,0,ITA,26,16,10,Nastassja Burnett,2291,nastassja_burnett,Nastassja Burnett,https://scontent-lga3-1.cdninstagram.com/vp/7c3fff5ddc5263b1e54407ff9aa8614f/5B9D8340/t51.2885-19/s150x150/29715814_1715235128533982_1383844312516657152_n.jpg,false,false,450967223,Nastassja Burnett
863,0,RUS,20,16,10,Aleksandra Pospelova,2428,sashok,Aleksandra Pospelova,https://scontent-lga3-1.cdninstagram.com/vp/be91963ce73189bec7645203703196fb/5B6724F7/t51.2885-19/s150x150/25006015_1797510100546847_5633348280176869376_n.jpg,false,false,18706474,Aleksandra Pospelova
865,△1,GER,26,15,2,Dinah Pfizenmaier,914,pfizi14,Dinah Pfizenmaier,https://scontent-lga3-1.cdninstagram.com/vp/18c53f67e7044b019fb2163fb3677f53/5B7B7ACA/t51.2885-19/s150x150/13734448_1637057713273032_1070602785_a.jpg,false,true,3622965605,Dinah Pfizenmaier
866,△1,UKR,30,15,3,Olga Savchuk,6044,olgasavchuk87,Olga Savchuk,https://scontent-lga3-1.cdninstagram.com/vp/69ca695767828df40c82add528fad151/5B60EDF1/t51.2885-19/s150x150/16788755_1651357511835358_2214097718882598912_a.jpg,true,false,1521960874,Olga Savchuk
867,△1,AUT,19,15,3,Mira Antonitsch,448,miraantonitsch,Mira Antonitsch,https://scontent-lga3-1.cdninstagram.com/vp/843a9596c570539b4d87df4504e18a7c/5B789AAA/t51.2885-19/s150x150/23668066_265479670646440_8630213250568421376_n.jpg,false,false,1967826476,Mira Antonitsch
868,△1,ROU,26,15,3,Andreea Mitu,20696,andreea_mitu,Andreea,https://scontent-lga3-1.cdninstagram.com/vp/2f5f215f708bf19300e90916eba427d7/5B628A81/t51.2885-19/s150x150/23099011_790665451116136_8917138141345742848_n.jpg,true,false,184242727,Andreea Mitu
869,△2,USA,19,15,4,Alexa Graham,43,alexa.graham.40464,Alexa Graham,https://scontent-lga3-1.cdninstagram.com/vp/f25c3105038099532ace416ef4417c93/5B6B7E5C/t51.2885-19/13116664_1289328364410732_1810026787_a.jpg,false,false,3223949858,Alexa Graham
870,△2,ITA,20,15,4,Anna Turati,1229,annaturati,Anna Carolina Turati,https://scontent-lga3-1.cdninstagram.com/vp/41521528118d9b77ef71a1fedcb06a31/5B76F2FA/t51.2885-19/s150x150/27879945_567776283588423_2533901885685891072_n.jpg,false,true,406142214,Anna Turati
871,△2,USA,23,15,5,Monica Robinson,1019,msrobinsooon,Monica Robinson,https://scontent-lga3-1.cdninstagram.com/vp/f07443fc46badfe76ca65aea81fb850a/5B5A0946/t51.2885-19/s150x150/29716507_1064469297024807_3370041987112632320_n.jpg,false,true,16435464,Monica Robinson
872,△2,MLT,16,15,6,Helene Pellicano,810,helene_pellicano,Helene,https://scontent-lga3-1.cdninstagram.com/vp/c473e37ffed892eecda823702e8245a4/5B5A1716/t51.2885-19/s150x150/26067276_1999933693367149_3221534520666750976_n.jpg,false,true,5587279149,Helene Pellicano
873,△2,ZIM,23,15,6,Valeria Bhunu,985,veestar03,Valeria Bhunu,https://scontent-lga3-1.cdninstagram.com/vp/10c1bf220481b192b515ba75d30dcc07/5B674D7C/t51.2885-19/s150x150/29416057_2026328391029400_2908928375454171136_n.jpg,false,true,248553096,Valeria Bhunu
874,△15,RUS,18,15,7,Margarita Skryabina,212,ritochkaskryabina94,Маргарита Скрябина,https://scontent-lga3-1.cdninstagram.com/vp/d5865fb0e1ce8cdf6773757d1223ce22/5B5FE273/t51.2885-19/s150x150/27575583_182437519027868_3639582194600509440_n.jpg,false,false,4372700878,Margarita Skryabina
876,△1,SVK,22,15,7,Jana Jablonovska,374,janajablonovska,Jana Jablonovska,https://scontent-lga3-1.cdninstagram.com/vp/be02a21f6b84be4c2627e35b03e2585c/5B5D10F1/t51.2885-19/s150x150/30087961_1381309571975517_773760713679175680_n.jpg,false,true,3425884080,Jana Jablonovska
877,▽89,JPN,23,15,8,Mana Ayukawa,1025,manaayukawa,Mana Ayukawa,https://scontent-lga3-1.cdninstagram.com/vp/6a88ada378a5155c974ac9e6026ea35e/5B9BCAE9/t51.2885-19/s150x150/28752995_1314362261999166_4426069489083219968_n.jpg,false,false,306942047,Mana Ayukawa
